1010;74975624165.88;0.00;15640681705689.37;14312543941883.59;1403113387971.67;0.00
1011;58496794456.71;0.00;689834244241.75;34144530376696.70;-33396199337998.24;0.00
1020;16521001749.35;0.00;654759955289.74;3865541431398.25;-3194260474359.15;0.00
1030;20431402379.55;0.00;9951931131495.57;5748850039946.01;4223512493929.11;0.00
1040;115251239713.38;0.00;9668096244082.00;9866340607336.70;-82993123541.33;0.00
1050;0.00;0.00;1760172889001.32;8833195080781.04;0.00;0.00
1051;0.00;0.00;330835936.60;196181767.42;0.00;0.00
1060;78995478914.81;0.00;22226269707237.76;21899749288825.54;405515897327.02;0.00
1080;33853967255.37;0.00;47740325226371.30;58247261198579.52;-10473082004952.85;0.00
1090;8926851.37;0.00;424384709.55;57662361.02;375649199.91;0.00
1091;0.00;0.00;119441980.71;219218161.52;0.00;0.00
1201;456934546927.30;0.00;59987304079198.19;179480625448903.72;-119036386822778.22;0.00
1202;1171285598.81;0.00;11397447166.78;775961141.65;11792771623.94;0.00
1214;0.00;0.00;1682995712.73;747285783.30;0.00;0.00
1220;31564757161.35;0.00;45575176117.75;184672513.08;76955260766.02;0.00
1240;213562112317.58;0.00;19602981424712.12;19426182671605.74;390360865423.96;0.00
1274;23312747.03;0.00;938509632.11;1795895631.54;-834073252.40;0.00
1300;1601897757.16;0.00;78261451693.79;8968698161.96;70894651289.00;0.00
1301;3965077.58;0.00;12938758103.90;19895694584.62;-6952971403.14;0.00
1302;41486871.18;0.00;4723155469.16;1842121158.68;2922521181.65;0.00
1303;13112974.56;0.00;2179408761.43;1757338159.92;435183576.07;0.00
1501;25640174735.85;0.00;7712721266313.63;10785028671241.30;-3046667230191.82;0.00
1502;9349640127.66;0.00;88867385038416.22;44319339534564.29;44557395143979.59;0.00
1516;8494406632.33;0.00;232654003873.60;268339479960.34;-27191069454.41;0.00
1522;0.00;0.00;1501119022334.31;2129275744918.20;0.00;0.00
1531;34008507943.42;0.00;795065469390.19;1911620088912.17;-1082546111578.56;0.00
1532;32158711292.24;0.00;40821115940.94;61810346714.33;11169480518.85;0.00
1533;209003480716.41;0.00;42244840293784.29;20721231510121.23;21732612264379.47;0.00
1546;452037851.92;0.00;99205872128.23;11419124536.71;88238785443.43;0.00
1573;107661725.95;0.00;210644659.67;1083207867.28;-764901481.66;0.00
1574;0.00;0.00;1920496428.34;728290130.48;333145670.85;0.00
1610;0.00;0.00;99966250.88;123325509.13;0.00;51504158.07
1621;0.00;50847020735.76;0.00;0.00;0.00;50847020735.76
1630;0.00;0.00;413913056545.02;7525583893.37;0.00;0.00
1639;0.00;488526219192.13;203246101684.68;18856503258.78;0.00;304136620766.23
1672;0.00;786953142.91;0.00;1037929217.42;0.00;1824882360.33
1673;0.00;10916984684.47;7785218200.29;4429161084.77;0.00;7560927568.94
1701;0.00;15846241555.89;3828045945605.95;10221464832768.39;0.00;6409265128718.33
1702;0.00;3447910.38;20150244164.68;20491648444.87;0.00;344852190.58
1711;0.00;17575900.98;25341589.89;8165935.26;0.00;400246.35
1721;0.00;5892662.34;187127260550.75;1087913797678.52;0.00;900792429790.11
1731;0.00;39751470402.60;14560120267090.88;3712910742844.40;0.00;-10807458053843.88
1732;0.00;1043501540.55;0.00;0.00;0.00;1043501540.55
1733;0.00;58951350243.67;1440282102189.37;153627536613.32;0.00;-1227703215332.39
1734;0.00;379152308398.11;525517330054.61;199093630765.98;0.00;52728609109.48
1744;0.00;71773325489.82;59593516657.73;1528039068706.89;0.00;1540218877538.97
1773;0.00;8550410984.84;52690524182.45;19938904947.48;0.00;-24201208250.13
1774;0.00;950712150.39;25246747241.85;19145391098.03;0.00;-5150643993.42
1800;0.00;0.00;84512146881083.45;42754320836254.90;95604475901.33;0.00
1801;0.00;0.00;1768450134031.49;415827997041.81;0.00;0.00
1802;4920245726.39;0.00;2486202363275.18;2563267205812.32;-72144596810.75;0.00
1803;0.00;0.00;1159942569085.26;14284163833556.40;0.00;0.00
1806;0.00;0.00;902920160.54;1462146876.24;0.00;0.00
1809;754634701.92;0.00;40780233345763.17;47740893906675.73;-6959905926210.64;0.00
1810;0.00;0.00;754954542406.67;67781949513890.70;0.00;0.00
1811;0.00;0.00;11274236454485.96;10218425953019.17;0.00;0.00
1812;0.00;1967370373.77;2485185790392.33;6347395148188.83;0.00;3864176728170.27
1813;0.00;0.00;14927219081730.13;12884010580446.66;0.00;0.00
1814;0.00;18042219.05;62103092464875.25;61255456723298.37;0.00;-847617699357.83
1816;0.00;0.00;138846482.72;177337504.25;0.00;0.00
1819;0.00;2787326.30;105450079465.99;132478906813.24;0.00;27031614673.54
1921;0.00;143307715.03;1164296070.62;1132735512.94;0.00;111747157.35
1923;0.00;7766063985.62;16420383959.13;8205230237.70;0.00;-449089735.82
1924;0.00;169206887.74;123745145.90;1349760879.74;0.00;1395222621.59
2020;530927818.21;0.00;21475298.08;1090763173.01;-538360056.72;0.00
2030;20776619663.34;0.00;13597502717.29;19863517931.42;14510604449.22;0.00
2072;2920188.47;0.00;132661980.02;90075166.40;45507002.09;0.00
2073;59599482.47;0.00;9208731072.22;1122043061.26;8146287493.43;0.00
2093;0.00;0.00;944821.01;2060968.99;0.00;0.00
2110;0.00;0.00;32661333756.26;11350949853.93;11245241048.24;0.00
2120;801086889977.48;0.00;18310267289199.14;13715341875772.90;5396012303403.73;0.00
2133;106871706.52;0.00;220167.25;70745571.47;36346302.29;0.00
2134;115249115703.31;0.00;6888071981771.46;4057620886705.59;2945700210769.18;0.00
2135;333756494.03;0.00;849233223.49;121531368.32;1061458349.20;0.00
2140;240195678046.14;0.00;251743232864.60;7899649963.32;484039260947.42;0.00
2150;0.00;0.00;57332490.09;79774372.73;0.00;0.00
2162;130103464.22;0.00;9758306972.84;554975351.88;9333435085.17;0.00
2163;61422871.30;0.00;309859568.82;1808381968.90;-1437099528.78;0.00
2164;0.00;0.00;2978668962.05;627235831.85;1710329860.09;0.00
2171;0.00;0.00;821541086.76;464202589.85;135329630.89;0.00
2172;31784512561.94;0.00;159660954453.96;446253634776.23;-254808167760.33;0.00
2173;51170829125.57;0.00;216722197569.90;942181247587.80;-674288220892.33;0.00
2174;2575365144.45;0.00;54602876888.93;12862408534.13;44315833499.24;0.00
2175;0.00;0.00;17471.11;84448.52;0.00;0.00
2181;0.00;0.00;1531475626.01;1898462764.39;0.00;0.00
2182;889836300.08;0.00;83467334991.71;226804034302.95;-142446863011.16;0.00
2183;1605704594.67;0.00;1366112895.03;55786052053.82;-52814234564.12;0.00
2184;2456499357.17;0.00;1086685602.09;5942198888.64;-2399013929.38;0.00
2185;6421944.92;0.00;54496606.40;110791105.78;-49872554.46;0.00
2191;0.00;0.00;76234530.90;48110150.34;0.00;0.00
2192;138012401.62;0.00;6759313441.08;56217519661.96;-49320193819.26;0.00
2193;2677966400.53;0.00;60916869098.44;24181444580.13;39413390918.84;0.00
2194;250409590.75;0.00;5347023060.74;1329635052.27;4267797599.22;0.00
2195;0.00;0.00;58899.07;47323.91;0.00;0.00
2320;2230391251.95;0.00;17383653315.81;11942067914.73;7671976653.04;0.00
2330;3730101498.03;0.00;11173247384.63;1707037594.80;13196311287.87;0.00
2372;36305863.42;0.00;762368958.27;168298836.65;630375985.04;0.00
2373;40982820.29;0.00;617308197.83;445262186.02;213028832.10;0.00
2382;0.00;0.00;359161184.70;135227485.95;839065.90;0.00
2383;0.00;0.00;122784867.40;102148867.45;0.00;0.00
2392;1245817.26;0.00;19776721.59;38064463.50;-17041924.66;0.00
